REGIÓN,IES,PERSONA JURÍDICA,SEDE-LOCAL-FILIAL,DIRECCIÓN,PROGRAMAS LICENCIADOS,NIVEL,MODALIDAD
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,MECATRÓNICA AUTOMOTRIZ,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,MECATRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,ELECTRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 08,AV. EL SOL N° 333 - SJL,MECATRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,ADMINISTRACIÓN D NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,CIENCIAS PUBLICITARIAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,ADMINISTRACIÓN DE DE REDES Y COMUNICACIONES ,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,SEDE PRINCIPAL,AV. AREQUIPA N° 1098 - LIMA,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,SEDE PRINCIPAL,AV. AREQUIPA N° 1098 - LIMA,SISTEMA DE TELECOMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,SEDE PRINCIPAL,AV. AREQUIPA N° 1098 - LIMA,TELEMÁTICA,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL CHICLAYO  - LOCAL N° 09,AV. PROGRESO S/N  - VÍA EVITAMIENTO - CHICLAYO,ADMINISTRACIÓN DE EMPRESAS (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,ADMINISTRACIÓN DE EMPRESAS (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,ADMINISTRACIÓN DE EMPRESAS (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,ADMINISTRACIÓN DE EMPRESAS (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LAMBAYEQUE,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL CHICLAYO  - LOCAL N° 09,AV. PROGRESO S/N  - VÍA EVITAMIENTO - CHICLAYO,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,DESARROLLO DE SISTEMAS DE INFORMACIÓN (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,DESARROLLO DE SISTEMAS DE INFORMACIÓN (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 04,JIRÓN SACO OLIVEROS N° 189 -LIMA,DISEÑO GRÁFICO (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 05,JIRÓN SACO OLIVEROS N° 163 - LIMA,DISEÑO GRÁFICO (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 11,AV. PEDRO MIOTTA 950 - 956,DISEÑO GRÁFICO (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LIMA,INLOG,ASOCIACIÓN INLOG INSTITUTO DE LOGÍSTICA APLICADA ,SEDE PRINCIPAL - LOCAL01,AV. PASEO DE LA REPÚBLICA N° 5039-5045,GESTIÓN DE LOGÍSTICA CON MENCIÓN EN LA CADENA DE ABASTECIMIENTO,Profesional Técnico,PRESENCIAL
LIMA,INLOG,ASOCIACIÓN INLOG INSTITUTO DE LOGÍSTICA APLICADA ,SEDE PRINCIPAL - LOCAL01,AV. PASEO DE LA REPÚBLICA N° 5039-5045,GESTIÓN COMERCIAL CON MENCIÓN EN ESPACIOS DE PUNTOS DE VENTA,Profesional Técnico,PRESENCIAL
LIMA,INLOG,ASOCIACIÓN INLOG INSTITUTO DE LOGÍSTICA APLICADA ,SEDE PRINCIPAL - LOCAL01,AV. PASEO DE LA REPÚBLICA N° 5039-5045,GESTIÓN DE TRANSPORTE Y DISTRIBUCIÓN,Profesional Técnico,PRESENCIAL
LIMA,INLOG,ASOCIACIÓN INLOG INSTITUTO DE LOGÍSTICA APLICADA ,SEDE PRINCIPAL - LOCAL01,AV. PASEO DE LA REPÚBLICA N° 5039-5045,GESTIÓN DE LOGÍSTICA CON MENCIÓN EN LA CADENA DE ABASTECIMIENTO - DUAL,Profesional Técnico,PRESENCIAL
LIMA,INLOG,ASOCIACIÓN INLOG INSTITUTO DE LOGÍSTICA APLICADA ,SEDE PRINCIPAL - LOCAL01,AV. PASEO DE LA REPÚBLICA N° 5039-5045,GESTIÓN COMERCIAL CON MENCIÓN EN ESPACIOS DE PUNTOS DE VENTA - DUAL,Profesional Técnico,PRESENCIAL
LIMA,INLOG,ASOCIACIÓN INLOG INSTITUTO DE LOGÍSTICA APLICADA ,SEDE PRINCIPAL - LOCAL01,AV. PASEO DE LA REPÚBLICA N° 5039-5045,GESTIÓN DE TRANSPORTE Y DISTRIBUCIÓN - DUAL,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,MARKETING,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL LAMBAYEQUE - LOCAL N° 04,AV. SESQUICENTENARIO N° 200-URB. SNATA VICTORIA-CHICALYO,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",MARKETING,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN INTELIGENCIA DE NEGOCIOS,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN APLICATIVOS MÓVILES,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 05,"MZ. K CON FRENTE A LA CALLE 17, URBANIZACIÓN LOS JARDINES DE SAN JUAN",DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN APLICATIVOS MÓVILES,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN INTELIGENCIA DE NEGOCIOS,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
PIURA,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,FILIAL PIURA - LOCAL N° 03,AV. SANCHEZ CERRO N° 234-239/ C.C REAL PLAZA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN APLICATIVOS MÓVILES,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN INTELIGENCIA DE NEGOCIOS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,LOCAL 02,AV. DE LOS INGENIEROS N° 845 URB. VALLE HERMOSO - SANTIAGO DE SURCO,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN APLICATIVOS MÓVILES,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,DESARROLLO DE SISTEMAS DE INFORMACIÓN CON MENCIÓN EN INTELIGENCIA DE NEGOCIOS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS - IPAE,SERVICIO EDUCATIVO EPRESARIAL S.A.C.,SEDE PRINCIPAL,CALLE CARLOS MARIOTTI CATTANEO N° 120 - PUEBLO LIBRE,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE PUBLICIDAD,ASOCIACIÓN PERUANA DE COMUNICACIÓN,SEDE PRINCIPAL,"AVENIDA JUAN DE ALIAGA N° 421, DISTRITO DE MAGDALENA DEL MAR, PROVINCIA Y DEPARTAMENTO DE LIMA",CIENCIAS PUBLICITARIAS,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE PUBLICIDAD,ASOCIACIÓN PERUANA DE COMUNICACIÓN,SEDE PRINCIPAL,"AVENIDA JUAN DE ALIAGA N° 421, DISTRITO DE MAGDALENA DEL MAR, PROVINCIA Y DEPARTAMENTO DE LIMA",DISEÑO PUBLICITARIO,Profesional Técnico,PRESENCIAL
"LIMA
",INSTITUTO PERUANO DE PUBLICIDAD,ASOCIACIÓN PERUANA DE COMUNICACIÓN,SEDE PRINCIPAL,"AVENIDA JUAN DE ALIAGA N° 421, DISTRITO DE MAGDALENA DEL MAR, PROVINCIA Y DEPARTAMENTO DE LIMA",COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO TÉCNICO DE ADMINISTRACIÓN DE EMPRESAS - ITAE,CORPORACIÓN ODÍN S.A.C.,LOCAL 01,AV. ALFREDO MENDIOLA N° 3581,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
